Affiliation,Facility Name,Address,City,State,Zip Code,Phone,Facility Type,Behavioral Health,Dental,Pharmacy,Website
Title 5 (638),Saint Paul Health Center,N/A,Saint Paul,AK,N/A,907-546-8300,Health Center,No,No,No,http://www.apiai.org
Title 5 (638),Adak Health Center,P.O. Box 2105,Adak,AK,99546,907-592-8383,Health Center,No,No,No,NULL
Title 5 (638),Iliamna  (Nilavena Subregional Clinic),101 Airport Road,Iliamna,AK,99606,907-571-1818,Health Center,No,No,No,http://www.southcentralfoundation.com
Title 5 (638),Nikolski Village Clinic,P.O. Box 100,Nikolski,AK,99638,907-576-2204,Alaska Village Clinic,No,No,No,http://www.apiai.org
Title 5 (638),Nondalton Village Clinic,P.O. Box 69,Nondalton,AK,99640,907-294-2238  or  907-294-2268,Alaska Village Clinic,No,No,No,http://www.bbahc.org 
Title 5 (638),Pauloff Harbor,N/A,Pauloff Harbor,AK,N/A,N/A,Other,No,No,No,NULL
Title 5 (638),Pedro Bay Village Clinic,P.O. Box 47025,Pedro Bay,AK,99647,907-850-2229,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Port Graham Village Clinic,General Delivery,Port Graham,AK,99603,907-562-4155 or toll free in AK 1-800-478-4155,Alaska Village Clinic,No,No,No,http://www.chugachmiut.org
Title 5 (638),Sand Point Health Center,527 Red Cove Road,Sand Point,AK,99661,907-383-3451,Health Center,No,No,No,http://eatribes.org
Title 5 (638),Seldovia Medical Clinic,206 Main Street,Seldovia,AK,99663,907-435-3262,Health Center,No,No,No,http://www.svthc.org
Title 5 (638),Seward  (North Star Health Clinic),201 3rd Avenue,Seward,AK,99664,907-224-3076  or 1-800-224-3076,Health Center,No,Yes,No,http://www.chugachmiut.org
Title 5 (638),Tatitlek Village Clinic,411 Old Village Road,Tatitlek,AK,99677,907-325-2235,Alaska Village Clinic,No,No,No,http://www.chugachmiut.org
Title 5 (638),Unalaska  (Oonalaska Wellness Center),205 Broadway,Unalaska,AK,99685,907-581-1202,Alcohol Substance Abuse Treatment Facility,No,No,No,http://www.apiai.org
Title 1 (Tribal),Valdez Clinic,P.O. Box 1108,Valdez,AK,99686,907-835-2249,Alaska Village Clinic,No,No,No,http://www.chugachmiut.org/tribes/valdez.html
Title 5 (638),Copper Center Village Clinic,P.O. Box 68,Copper Center,AK,99573,907-822-3541,Alaska Village Clinic,No,No,No,http://www.crnative.org
Title 5 (638),Copper River Substance Abuse,104 Old Richardson Highway,Copper Center,AK,99573,907-822-5241,Alcohol Substance Abuse Treatment Facility,Yes,No,No,http://www.crnative.org
Title 5 (638),Akhiok Village Built Clinic,PO Box 5009,Akhiok,AK,99615,907-836-2230,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Kokhanok Village Clinic,P.O. Box 1008,Kokhanok,AK,99606,907-282-2203,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 1 (Tribal),Karluk Village Clinic,N/A,Karluk,AK,N/A,907-241-2212,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Larsen Bay Village Clinic,P.O. Box 127,Larsen Bay,AK,99624,907-847-2208,Alaska Village Clinic,No,No,No,http://www.kanaweb.org
Title 5 (638),Old Harbor Village Clinic,P.O. Box 72,Old Harbor,AK,99643,907-286-2205  or  907-286-2307,Alaska Village Clinic,No,No,No,http:///www.kanaweb.org
Title 5 (638),Ouzinkie Village Clinic,P.O. Box 149,Ouzinkie,AK,99644,907-680-2265  or  907-680-2262,Alaska Village Clinic,No,No,No,http://www.kanaweb.org
Title 5 (638),Port Lions Village Clinic,N/A,Port Lions,AK,N/A,907-454-2275,Alaska Village Clinic,No,No,No,http://www.kanaweb.org
Title 1 (Tribal),Tyonek Village Clinic,73 C Street,Tyonek,AK,99682,907-583-2461,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Chistochina Village Clinic,P.O. Box 241,Chistochina,AK,99586,907-822-3280,Alaska Village Clinic,No,No,No,http://www.mstc.org
Title 5 (638),Gakona/Gulkana Village Clinic,N/A,Gakona,AK,N/A,907-822-5241,Alaska Village Clinic,No,No,No,NULL
Title 1 (Tribal),Ninilchik Community Clinic,P.O. Box 39368,Ninilchik,AK,99639,907-567-3970,Health Center,Yes,No,No,http://www.ninilchiktribe-nsn.gov
Title 5 (638),Cantwell Village Clinic,P.O. Box 56,Cantwell,AK,99729,907-768-2122,Alaska Village Clinic,No,No,No,http://www.crnative.org
Title 5 (638),Mentasta Village Clinic,P.O. Box 6019,Mentasta Lake,AK,99780,907-291-2320,Alaska Village Clinic,No,No,No,http://www.mstc.org
Title 5 (638),Samuel Simmonds Memorial Hospital ,1296 Agvik Street,Barrow,AK,99723,907-852-4611,Hospital,No,No,No,http://www.arcticslope.org/ 
NON-IHS,Wainwright Health Clinic,P.O. Box 9,Wainwright,AK,99782,907-763-2714,Alaska Village Clinic,No,No,No,http://www.north-slope.org
NON-IHS,Kaktovik Village Clinic,N/A,Kaktovik,AK,N/A,907-640-6413,Alaska Village Clinic,No,No,No,www.north-slope.org
NON-IHS,Nuiqsut Health Clinic ,P.O. Box 148,Nuiqsut,AK,99789,907-480-6720,Alaska Village Clinic,No,No,No,http://www.north-slope.org
NON-IHS,Point Lay Village Clinic,N/A,Point Lay,AK,N/A,907-833-2526,Alaska Village Clinic,No,No,No,http://www.north-slope.org
NON-IHS,Atqasuk Health Clinic,4002 Qalgaq Street,Atqasuk,AK,99791,907-633-6711,Alaska Village Clinic,No,No,No,http://www.north-slope.org/
Title 5 (638),Crisis Respite Center,N/A,Bethel,AK,N/A,907-543-6100,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 5 (638),Emmonak Mental Health Clinic,N/A,Emmonak,AK,99581,907-949-3500,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 5 (638),YKHC Mental Health Clinic,P.O. Box 69,Kwigillingok,AK,99622,907-588-8813,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 5 (638),Phillips Ayagnirvik Residential Treatment,324 Radio Way,Bethel,AK,99559,907-543-6000,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 5 (638),Yukon-Kuskokwim-Delta Regional Hospital,700 Eddie Hoffman HIghway,Bethel,AK,99559,907-543-6300,Hospital,Yes,Yes,Yes,http://www.ykhc.org
Title 5 (638),Hooper Bay Sub-Regional Clinic,P.O. Box 49,Hooper Bay,AK,99604,907-758-3500,Health Center,No,No,No,http://www.ykhc.org
Title 5 (638),Alakanuk Village Clinic,P.O. Box 288,Alakanuk,AK,99554,907-238-3210,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Aniak Subregional Clinic,P.O. Box 269,Aniak,AK,99557,907-675-4556,Health Center,Yes,Yes,No,http://www.ykhc.org
Title 1 (Tribal),Akiachak Village Clinic,P.O. Box 51089,Akiachak,AK,99551,907-825-4011,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Akiak,P.O. Box 216,Akiak,AK,99552,907-765-7125,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Atmautluak Community Health Clinic,P.O. Box 6588,Atmautluak,AK,99559,907-553-5114,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Napaskiak Village Clinic,P.O. Box 6044,Napaskiak,AK,99559,907-737-7329,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Anvik Village Clinic,P.O. Box 89,Anvik,AK,99558,907-663-6334,Alaska Village Clinic,No,No,No,http://www.ykhc.org 
Title 5 (638),Chevak Community Health Clinic,P.O. Box 212,Chevak,AK,99563,907-858-7069,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Chefornak Community Health Clinic,P.O. Box 49,Chefornak,AK,99561,907-867-8919,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Crooked Creek Villiage Clinic,P.O. Box 49,Crooked Creek,AK,99575,907-432-2222,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Eek Community Health Clinic,P.O. Box 69,Eek,AK,99578,907-536-5314,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Emmonak  (Pearl E. Johnson Sub-Regional Clinic),P.O. Box 246,Emmonak,AK,99581,907-949-3500,Health Center,No,No,No,http://www.ykhc.org
Title 5 (638),Grayling Village Clinic,General Delivery,Grayling,AK,99590,907-453-5120,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Holy Cross Village Clinic,P.O. Box 17,Holy Cross,AK,99602,907-476-7174,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Upper Kalskag  (Catherine Alexie Clinic),General Delivery,Kalskag,AK,99607,907-471-2276,Alaska Village Clinic,Yes,No,No,http://www.ykhc.org
Title 5 (638),Kasigluk Community Health Clinic,N/A,Kasigluk,AK,N/A,907-477-6211,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Kipnuk Village Clinic,P.O. Box 183,Kipnuk,AK,99614,907-896-5334,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Kongiganak (Lillian E. Jimmy Memorial Clinic),P.O. Box 5089,Kongiganak,AK,99545,907-557-5127,Alaska Village Clinic,No,No,No,http://ykhc.org
Title 5 (638),Kwethluk  (Sarah S. NIcholai Memorial Clinic),P.O. Box 69,Kwethluk,AK,99621,907-757-6627,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Kwigillingok Community Health Clinic,N/A,Kwigillingok,AK,N/A,907-588-8813,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Barstow Outreach Office,"705 E. Virginia Way, Suite A",Barstow,CA,92311,(760) 256-9016,Health Station,No,No,No,http://www.rsbcihi.org 
Title 1 (Tribal),Central Valley Indian Health Clinic,20 N. DeWitt Avenue,Clovis,CA,93612, 559-299-2578 ,Health Center,No,Yes,No,http://cvih.org/home.html
Title 1 (Tribal),Chapa-De Indian Health Program,11670 Atwood Road,Auburn,CA,95603,530-887-2800,Health Center,Yes,Yes,Yes,http://www.chapa-de.org/
Title 1 (Tribal),Grass Valley Clinic,1350 East Main Street,Grass Valley,CA,95945,530-477-8545,Health Center,Yes,Yes,No,http://www.chapa-de.org/
IHS,Dunseith Health Location,215 Main Street NE,Dunseith,ND,58329,701-477-6111,Health Station,No,No,No,NULL
Title 1 (Tribal),"Feather River Tribal Health, Inc.",2145 5th Ave,Oroville,CA,95965, 530-534-5394 ,Health Center,Yes,Yes,Yes,http://www.frth.org/
IHS,Fort Thompson Health Center,1323 BIA Route 4,Fort Thompson,SD,57339,605-245-1500,Health Center,No,No,Yes,http://www.ihs.gov/aberdeen/index.cfm?module=ab_ao_hf_ccsu
Title 1 (Tribal),Fortuna Health Center,940 Main Street,Fortuna,CA,95540,707-725-7988 ,Health Station,No,No,No,http://www.uihs.org 
Urban,Fresno American Indian Health Project,"1535 E Shaw Ave, Suite #105",Fresno,CA,93710,559-320-0490 ,Health Station,No,No,No,http://www.uaii.org/uaiiinc_012.htm
Title 1 (Tribal),Howonquet Health Station,501 North Indian Road,Smith River,CA,95567,707-487-0215 ,Health Center,No,Yes,No,http://www.uihs.org 
Urban,Indian Health Center of Santa Clara Valley,1333 Meridian Ave,San Jose,CA,95125,(408) 445-3400,Health Center,Yes,Yes,No,http://www.indianhealthcenter.org/
Title 1 (Tribal),Klamath Health Center,241 Salmon Avenue,Klamath,CA,95548,707-482-2181 ,Health Station,No,No,No,http://www.uihs.org 
IHS,Kyle Health Center,1000 Health Center Road,Kyle,SD,57752,605-455-2451,Health Center,No,No,No,http://www.ihs.gov/aberdeen/index.cfm?module=ab_ao_hf_prsu
Title 5 (638),Lassen Indian Health Center,795 Joaquin Street,Susanville,CA,96130,530-257-2542,Health Center,No,No,Yes,http://www.ihs.gov/California/Universal/PageMain.cfm?p=231&ProgramNbr=9
Title 5 (638),Lower Kalskag (Crimet Phillips Sr. Clinic),P.O. Box 97,Lower Kalskag,AK,99626,907-471-2294,Alaska Village Clinic,Yes,No,No,http://www.ykhc.org
Title 5 (638),Marshall (Agnes Boliver Health Clinic),P.O. Box 10,Marshall,AK,99585,907-679-6626,Alaska Village Clinic,Yes,No,No,http://www.ykhc.org
Title 5 (638),Mekoryuk Village Clinic,P.O. Box 43,Mekoryuk,AK,99630,907-827-8111,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Mountain Village Clinic,P.O. Box 32207,Mountain Village,AK,99632,907-591-2620,Alaska Village Clinic,Yes,No,No,http://www.ykhc.org
Title 5 (638),Napakiak Village Clinic,P.O. Box 70,Napakiak,AK,99634,907-589-2711,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Newtok Village Clinic,P.O. Box 5508,Newtok,AK,99559,907-237-2111,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Nightmute Village Clinic,P.O. Box 90011,Nightmute,AK,99690,907-647-6312,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Nunapitchuk Village Clinic ,P.O. Box 50,Nunapitchuk,AK,99641,907-527-5227,Alaska Village Clinic,Yes,No,No,http://www.ykhc.org
Title 5 (638),Oscarville Village Clinic,P.O. Box 649,Oscarville,AK,99559,907-737-7231,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Pilot Station Village Clinic,General Delivery,Pilot Station,AK,99650,907-549-3127,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Pitkas Point Village Clinic,General Delivery,PItka's Point,AK,99658,907-543-6137 or 907-438-2546 ,Alaska Village Clinic,No,No,No,NULL
Title 1 (Tribal),Quinhagak Village Clinic,N/A,Quinhagak,AK,N/A,907-556-8320,Alaska Village Clinic,No,No,No,http://www.kwinhagak.org and http://www.ykhc.org
Title 5 (638),Chuathbaluk Health Clinic,P.O. Box CHU,Chuathbaluk,AK,99557,907-467-4114,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Russian Mission-Yukon Village Clinic,General Delivery,Russian Mission,AK,99657,907-584-5611,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Saint Mary's Sub-Regional Clinic,P.O. Box 130,Saint Mary's,AK,99658,907-438-3500,Health Center,No,No,No,http://www.ykhc.org
Title 5 (638),Scammon Bay Health Clinic,P.O. Box 150,Scammon Bay,AK,99662,907-675-4556,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Nunam Iqua Village Clinic,P.O. Box 29,Nunam Iqua,AK,99666,907-498-4228,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Sleetmute Village Clinic,P.O. Box 43,Sleetmute,AK,99668,907-449-4229,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Stony River Village Clinic,P.O. Box 54,Stony River,AK,99557,907-537-3228,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Toksook Bay Sub-Regional Clinic,P.O. Box 37028,Toksook Bay,AK,99637,907-427-3500,Health Center,No,No,No,http://www.ykhc.org
Title 5 (638),Tuluksak Village Clinic,P.O. Box 194,Tuluksak,AK,99679,907-695-6991,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Tuntutuliak Village Clinic,N/A,Tuntutuliak,AK,N/A,907-256-2718,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Tununak Village Clinic,General Delivery,Tununak,AK,99681,907-675-4556,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Togiak Sub-Regional Clinic,General Delivery,Togiak,AK,99678,907-493-5511,Health Center,No,No,No,http://www.bbahc.org
Title 5 (638),Twin Hills Village Clinic,521 Main Street,Twin HIlls,AK,99576,907-525-4326,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Ivanof Bay Village Clinic,N/A,Ivanof Bay,AK,N/A,Perryville 907-853-2202 OR Chignik Bay Clinic 907-749-2282,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Igiugig Village Clinic,P.O. Box 4030,Igiugig,AK,99613,907-533-3207,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),King Salmon Village Clinic,N/A,King Salmon,AK,N/A,907-246-3322,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Portage Creek Village Clinic,N/A,Portage Creek,AK,N/A,Ekwok 907-464-3322 OR Kanakak Hospital in DIllingham 907-842-5201,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Ugashik Village Clinic,N/A,Ugashik,AK,N/A,Pilot Point Clinic  907-797-2212 or 797-2248,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Lake Street House (Kotzebue),818 Lake Street,Kotzebue,AK,99752,907-442-2224,Behavioral Health Facility,Yes,No,No,http://www.maniilaq.org
Title 5 (638),Maniilaq Health Center (Hospital),436 5th Avenue,Kotzebue,AK,99752,907-442-3321; toll free in AK 1-800-478-3321,Hospital,Yes,Yes,Yes,http://www.maniilaq.org
Title 5 (638),Noorvik Village Clinic,P.O. Box 189,Noorvik,AK,99763,907-636-2103,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 1 (Tribal),Parshall Clinic,107 3rd Street Southeast,Parshall,ND,58770,701-627-4701,Health Station,No,No,No,NULL
Title 5 (638),Pechanga Indian Health Center,12784 Pechanga Rd,Temecula,CA,92390,(951) 676-6810,Health Center,Yes,No,No,http://www.rsbcihi.org 
Urban,Pierre Urban Indian Clinic,1701 Abbey Rd,Pierre,SD,57501,605-224-8841,Health Station,No,No,No,NULL
IHS,Pine Ridge Hospital,Hwy 18 East,Pine Ridge,SD,57770,605-867-5131,Hospital,No,No,Yes,http://www.ihs.gov/aberdeen/index.cfm?module=ab_ao_hf_prsu
IHS,Porcupine Clinic,101 Main Street,Porcupine,SD,57772,605-867-5131,Other,No,No,No,NULL
Title 1 (Tribal),"Central Valley Indian Health, Prather Clinic","29369 Auberry Road, Suite 102",Prather,CA,93651,559-855-5395,Health Center,Yes,Yes,No,http://cvih.org/home.html
IHS,Quentin N Burdick Memorial Health Facility,1st Main Street Hospital Road,Belcourt,ND,58316,701-477-6111,Hospital,No,No,Yes,http://www.ihs.gov/Aberdeen/index.cfm?module=ab_ao_hf_tmsu
Title 1 (Tribal),Red Bluff Clinic,1425 Montgomery Road,Red Bluff,CA,96080,530-284-6135 ,Health Center,No,Yes,No,http://www.greenvillerancheria.com/
Title 5 (638),Redding Rancheria Indian Health Clinic,3184 Churn Creek Rd ,Redding,CA,96002,530-224-2700 ,Health Center,Yes,No,Yes,http://www.redding-rancheria.com/clinic.php
IHS,Rosebud Hospital,"BIA Route 1, Solder Creek Road",Rosebud,SD,57570,605-747-2231,Hospital,No,No,Yes,http://www.ihs.gov/Aberdeen/index.cfm?module=ab_ao_hf_rbsu
Title 1 (Tribal),Round Valley Indian Health Center,Hwy 162 & Biggar Lane,Covelo,CA,95428,707-983-6404 ,Health Center,No,Yes,No,http://www.rvindianhealth.com/
Urban,Sacramento Native American Health Center ,2020 J Street,Sacramento,CA,95811,916-341-0575 ,Health Center,Yes,Yes,No,http://www.SNAHC.org 
Title 1 (Tribal),San Andreas Community Clinic,265 West St. Charles Street,San Andreas,CA,95249, 209-755-1400 ,Health Center,No,No,No,http://www.macthealthboard.com/
Urban,San Diego American Indian Health Center,2630 First Ave ,San Diego,CA,92103,619-234-2158 ,Health Center,Yes,Yes,No,http://www.sdaihc.com 
Title 5 (638),San Manuel Health Clinic,2210 E Highland Ave. Suite # 200,San Bernardino,CA,92404,909-864-1097 ,Health Center,Yes,Yes,No,http://www.rsbcihi.org/
Title 1 (Tribal),Santa Ynez Tribal Health Clinic,90 Via Juana Lane,Santa Ynez ,CA,93460,805-688-7070 ,Health Center,Yes,Yes,No,http://www.sythc.com 
Urban,Sioux Falls Urban Indian Clinic,711 N Lake Ave,Sioux Falls,SD,57104,605-339-0420,Health Station,No,No,No,NULL
Title 5 (638),Soboba Health Clinic,607 Donna Way,San Jacinto,CA,92583,951-654-0803 ,Health Station,Yes,Yes,No,http://www.rsbcihi.org/
Title 5 (638),Kotlik Community Health Clinic,P.O. Box 20268,Kotlik,AK,99620,907-899-4511,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Shageluk Village Clinic,P.O. Box 54,Shageluk,AK,99665,907-473-8231,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Lime Village Clinic,N/A,Lime Village,AK,N/A,907-543-6000,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Red Devil Village Clinic,N/A,Red Devil,AK,N/A,907-447-3243,Alaska Village Clinic,No,No,No,http://www.ykhc.org
Title 5 (638),Kanakanak Hospital,6000 Kanakanak Road,Dillingham,AK,99576,907-842-5201,Hospital,Yes,Yes,No,http://www.bbahc.org
Title 5 (638),Aleknagik North Shore Village Clinic,P.O. Box 73,Aleknagik,AK,99555,907-842-5512,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Aleknagik South Shore Village Clinic,1 South Shore Road,Aleknagik,AK,99555,907-842-2185,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Chignik Bay Subregional Clinic,P.O. Box 90,Chignik Bay,AK,99564,907-749-2282,Health Center,No,No,No,http://www.bbahc.org
Title 5 (638),Chignik Lagoon Village Clinic,P.O. Box 25,Chignik Lagoon,AK,99565,907-840-2218,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Chignik Lake Village Clinic,P.O. Box 24,Chignik Lake,AK,99548,907-845-2236,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Clarks Point Village Clinic,P.O. Box 49,Clarks Point,AK,99569,907-236-1232,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Egegik Village Clinic,N/A,Egegik,AK,N/A,907-233-2229,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Ekuk Village Clinic,N/A,Ekuk,AK,N/A,Clarks Point Clinic  907-236-1232,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Ekwok Village Clinic,P.O. Box 11,Ekwok,AK,99580,907-464-3322,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Goodnews Bay Village Clinic,N/A,Mumtrak,AK,N/A,907-967-8128,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Koliganek Village Clinic,P.O. Box 5061,Koliganek,AK,99576,907-596-3431,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Levelock Village Clinic,P.O. Box 49,Levelock,AK,99625,907-287-3011,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Manokotak Village Clinic,P.O. Box 129,Manokotak,AK,99628,907-289-1077 or 907-289-1011,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Naknek Village Clinic,1 Naknek Road,Naknek,AK,99633,907-246-4214,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),New Stuyahok Village Clinic,P.O. Box 109,New Stuyahok,AK,99636,907-693-3131  or 907-693-3201,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Perryville Village Clinic,General Delivery,Perryville,AK,99648,907-853-2202,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Pilot Point Village Clinic,General Delivery,Pilot Point,AK,99649,907-797-2212   or 907-797-2248,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Platinum Village Clinic,General Delivery,Platinum,AK,99651,907-979-8100,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Port Heiden Village Clinic,General Delivery,Port Heiden,AK,99549,907-842-5201 or toll free in AK 1-800-478-5201,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),South Naknek Village Clinic,1 South Naknek Road,South Naknek,AK,99670,907-246-6546,Alaska Village Clinic,No,No,No,http://www.bbahc.org
Title 5 (638),Selawik Village Clinic,P.O. Box 180,Selawik,AK,99770,907-484-2199,Alaska Village Clinic,No,No,No,http://maniilaq.org
Title 5 (638),Ambler Village Clinic,P.O. Box 110,Ambler,AK,99786,907-445-2129,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Buckland Village Clinic,P.O. Box 9,Buckland,AK,99786,907-494-2122,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 5 (638),Deering Village Clinic,P.O. Box 23,Deering,AK,99736,907-363-2137,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 5 (638),Kiana Village Clinic,P.O. Box 130,Kiana,AK,99749,907-475-7052,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 5 (638),Kivalina Village Clinic,P.O. Box 8,Kivalina,AK,99750,907-645-2141,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 5 (638),Kobuk Village Clinic,P.O. Box 3,Kobuk,AK,99751,907-948-2218,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 5 (638),Noatak Village Clinic,P.O. Box 90,Noatak,AK,99761,907-485-2162,Alaska Village Clinic,No,No,No,http://www.maniilaq.org
Title 5 (638),Point Hope Village Clinic CHA/P Services,P.O. Box 49,Point Hope,AK,99766,907-368-2234,Alaska Village Clinic,No,No,No,http://maniilaq.org
Title 5 (638),Haines  (Lynn Canal Counseling Services),77 Beach Road,Haines,AK,99827,907-766-6313,Behavioral Health Facility,Yes,No,No,http://www.searhc.org
Title 5 (638),Tenakee Springs Village Clinic,General Delivery,Tenakee Springs,AK,99841,907-736-2347,Alaska Village Clinic,No,No,No,http://www.searhc.org
Title 5 (638),Thorne Bay Health Clinic,120 Freeman,Thorne Bay,AK,99919,907-828-8848,Alaska Village Clinic,No,Yes,No,http://www.searhc.org
Title 5 (638),Sitka  (SEARHC Mt. Edgecumbe Hospital),222 Tongass Drive,Sitka,AK,99835,907-966-2411,Hospital,No,No,Yes,http://www.searhc.org
Title 5 (638),Juneau  (SEARHC Ethel Lund Medical Center),1200 Salmon Creek Lane,Juneau,AK,99801,907-463-4040,Health Center,No,No,No,NULL
Title 5 (638),KIC Tribal Health Center (Ketchikan),"2960 Tongass Avenue, 3rd floor",Ketchikan,AK,99901,907-228-9200,Health Center,Yes,Yes,No,http://www.kictribe.org 
Title 5 (638),Front Street Clinic - Juneau,"222 Front Street, #202",Juneau,AK,99801,907-463-4201,Health Center,Yes,Yes,No,http://www.searhc.org
Title 5 (638),Yakutat Health Center,712 Ocean Cape Road,Yakutat,AK,99689,907-784-3275,Health Center,No,No,No,NULL
Title 5 (638),Angoon,725 Relay Road,Angoon,AK,99820,907-788-4600,Health Center,Yes,Yes,No,http://www.searhc.org/
Title 5 (638),SEARHC Haines Medical Center,131 First Avenue South,Haines,AK,99827,907-766-6300,Health Center,Yes,Yes,No,http://www.searhc.org
Title 5 (638),Hoonah  (Trudy Wolfe Health Center),568 Raven Drive,Hoonah,AK,99829,907-945-3235,Health Center,Yes,No,No,http://www.searhc.org
Title 5 (638),Hydaburg Health Clinic,8th Street Extension,Hydaburg,AK,99922,907-285-3462,Alaska Village Clinic,No,Yes,No,http://www.searhc.org
Title 5 (638),Kake Village Clinic,105 Totem Way,Kake,AK,99830,907-785-3333,Alaska Village Clinic,Yes,Yes,No,http://www.searhc.org
Title 5 (638),Klawock (Alicia Roberts Health Center),7300 Klawock-Hollis Highway,Klawock,AK,99925,907-755-4800,Health Center,Yes,Yes,No,NULL
Title 5 (638),"Klukwan Village Clinic, SEARHC",11 Chilkat Avenue,Klukwan,AK,99827,907-767-5699 ,Alaska Village Clinic,Yes,Yes,No,NULL
Title 5 (638),"Pelican Village Clinic, SEARHC",167 Salmon Way,Pelican,AK,99832,907-735-2250,Alaska Village Clinic,Yes,Yes,No,http://www.searhc.org
